foro,juiz,area,valor_causa,ano,prescricao,impugnacao_pericia,nulidade_prova,acordo_proposto,ilegitimidade,decadencia,vitoria
SP,J03,trabalhista,47392.16364898962,2022,0,0,0,1,0,1,0
RJ,J03,trabalhista,23117.19986442324,2022,0,0,1,0,0,1,0
SP,J03,consumidor,10568.635398071267,2021,0,0,0,1,1,0,0
SP,J03,consumidor,25018.613538675017,2023,1,1,1,1,0,1,1
RS,J03,trabalhista,26136.006143478335,2024,1,1,1,1,0,0,1
SP,J01,agrário,23073.73274884653,2024,0,1,1,0,1,1,0
SP,J01,agrário,56233.36379747015,2024,0,0,0,1,1,0,0
SP,J03,agrário,18440.256591035457,2023,0,0,1,1,0,0,1
RJ,J03,trabalhista,12092.407491130063,2021,0,0,0,0,1,0,0
SP,J02,cível,37790.816727087586,2022,1,1,0,0,0,0,1
RS,J03,trabalhista,4694.090712807405,2021,0,1,0,1,1,0,1
SP,J03,consumidor,15642.344012621072,2021,1,0,0,1,1,1,1
RS,J03,cível,23640.805200144274,2024,0,0,1,0,0,0,0
MG,J02,cível,21070.637069103017,2021,1,0,0,1,1,0,0
RS,J01,agrário,16145.777344517712,2022,0,1,0,0,0,0,0
SP,J02,consumidor,40252.127409812725,2020,0,0,1,0,0,0,0
RJ,J03,trabalhista,19162.8938727429,2020,0,1,1,0,1,0,0
RJ,J01,cível,48731.53603796355,2024,0,1,1,0,0,1,0
MG,J01,trabalhista,67545.32122316399,2020,1,1,0,1,1,1,1
RS,J03,cível,7562.490362661549,2022,0,1,0,0,0,0,1
SP,J03,cível,7183.146871758942,2023,1,0,1,0,0,1,1
MG,J02,trabalhista,7608.547136082148,2020,0,0,0,1,1,1,0
MG,J03,agrário,21079.490465548046,2022,1,1,1,1,1,0,0
SP,J03,agrário,4736.665690557679,2020,1,0,1,0,0,1,0
MG,J03,consumidor,44284.68613324065,2020,0,1,1,1,1,1,0
RJ,J03,consumidor,18800.70943320535,2020,0,1,0,1,0,0,1
RJ,J01,cível,7521.242665037451,2021,1,1,1,1,1,0,1
MG,J03,agrário,6055.212846476697,2022,1,0,0,0,1,1,1
RS,J02,consumidor,6969.795522869096,2021,0,0,1,0,1,0,0
SP,J02,consumidor,49915.69645088552,2022,1,1,0,0,0,0,1
MG,J01,consumidor,27214.027489718508,2022,0,1,0,1,1,1,0
MG,J01,trabalhista,58568.00650191925,2023,0,0,0,1,1,1,1
RS,J03,cível,97475.88748898108,2023,1,0,1,1,1,1,0
SP,J02,cível,12271.096799337498,2021,1,1,1,0,1,0,0
MG,J02,consumidor,18569.271577367523,2024,0,0,1,1,0,0,0
MG,J03,consumidor,64369.1951087772,2023,1,1,1,0,1,1,1
MG,J02,consumidor,14265.154587714826,2021,1,0,1,1,1,1,1
RJ,J03,trabalhista,45234.91183674137,2024,1,0,0,0,0,0,1
SP,J03,agrário,14296.259461539308,2021,1,1,1,0,0,0,0
RS,J03,consumidor,28839.013834582933,2024,1,1,1,0,0,0,0
MG,J02,trabalhista,14439.438361204726,2023,1,0,1,0,0,0,0
RJ,J03,agrário,8562.464131023133,2020,0,1,1,1,0,0,1
RJ,J02,cível,39152.79854255694,2020,0,1,1,1,0,1,1
MG,J03,trabalhista,61786.267498907466,2020,1,1,0,0,1,0,0
SP,J01,agrário,11257.26284024069,2024,1,1,1,0,0,1,0
RJ,J03,trabalhista,50090.71398901782,2023,0,0,1,1,1,1,1
SP,J01,agrário,65837.6296680175,2024,0,1,1,1,0,0,1
SP,J01,agrário,79380.60221380691,2023,0,0,0,0,1,1,0
MG,J03,agrário,118522.7212498735,2021,0,0,1,1,1,0,0
SP,J01,consumidor,19389.339088390952,2023,0,0,0,0,0,0,1
RJ,J03,consumidor,53836.72086084333,2021,0,0,1,1,0,1,0
SP,J02,cível,8341.6097028078,2020,0,1,1,0,1,1,0
RS,J02,consumidor,24276.644795156906,2024,0,0,1,0,1,0,0
MG,J02,agrário,25362.306706418272,2020,0,0,1,0,0,1,0
RJ,J02,agrário,8164.542001917053,2024,0,1,0,1,1,1,1
RJ,J02,cível,14415.058044598056,2024,1,1,1,1,1,1,0
RJ,J02,cível,34594.43881808747,2023,0,0,0,1,1,1,0
MG,J03,consumidor,75201.82355420009,2020,1,0,1,0,1,1,1
RJ,J03,agrário,20666.011882597242,2021,1,0,1,1,0,1,0
RS,J01,agrário,12615.115326170588,2024,0,0,1,0,0,1,0
RJ,J03,agrário,6045.268194603446,2020,1,1,1,1,1,0,0
RJ,J02,cível,31788.871399690153,2024,1,0,0,1,0,0,0
MG,J01,cível,3991.639212605097,2020,1,1,1,0,1,1,0
MG,J03,cível,5020.6095788368275,2021,1,1,1,0,0,1,0
RS,J01,agrário,32406.130935366058,2021,1,0,0,1,1,1,0
SP,J01,cível,8851.842840757667,2021,0,1,1,0,0,1,0
RS,J03,agrário,25724.33792999959,2023,1,0,0,0,0,1,1
RJ,J03,agrário,18119.060479276544,2023,1,0,1,0,1,0,1
SP,J03,trabalhista,14305.113539756547,2020,0,0,0,0,0,1,1
SP,J02,cível,11864.327114692898,2021,1,1,1,0,0,0,0
MG,J03,cível,64127.12579070458,2020,1,1,0,0,0,0,1
RJ,J03,agrário,18173.298016505654,2022,0,0,1,0,1,1,0
MG,J02,agrário,33964.32440318236,2024,0,1,0,1,0,1,0
MG,J01,cível,58760.469586363535,2022,0,0,0,1,1,0,0
RS,J01,agrário,82915.56798277455,2021,0,1,0,1,0,0,1
RJ,J03,consumidor,80116.8187504335,2021,0,1,0,1,0,0,0
RJ,J03,agrário,18491.377626450638,2020,1,1,0,0,1,0,0
RS,J01,consumidor,27222.8873843369,2023,0,0,1,0,0,0,1
SP,J01,cível,28276.641254718594,2021,0,1,1,1,0,1,0
SP,J02,cível,105164.51474078838,2024,0,1,0,1,1,0,0
RJ,J02,agrário,94041.34632970391,2021,0,1,0,1,1,0,0
MG,J01,trabalhista,6942.597302494059,2021,0,0,0,1,0,0,0
SP,J03,trabalhista,6179.182640360823,2022,0,1,1,0,0,1,0
RJ,J01,cível,13652.009324903956,2023,1,0,1,1,1,0,1
RS,J03,trabalhista,9915.336362567445,2022,1,0,0,1,1,0,1
MG,J02,cível,8500.680835217152,2023,1,0,1,1,0,0,1
RS,J03,trabalhista,1487.4695109470308,2023,0,1,1,1,0,0,0
RS,J01,trabalhista,39663.856440431366,2021,0,1,1,0,0,0,0
RJ,J02,trabalhista,12873.155112916906,2021,0,1,0,0,0,1,0
RS,J01,trabalhista,2767.577327178116,2022,1,1,1,1,1,1,0
MG,J03,trabalhista,42931.43991241172,2022,1,0,0,1,0,1,1
RJ,J02,trabalhista,2538.540913865385,2021,0,0,0,1,1,1,1
RS,J01,trabalhista,10847.707130853301,2024,1,0,1,0,1,1,1
RJ,J03,agrário,60268.56766058281,2020,1,0,1,1,0,1,0
SP,J03,agrário,56853.08810151147,2022,1,0,0,1,0,1,1
SP,J03,cível,14470.761088825531,2021,0,1,0,0,0,1,0
RS,J03,trabalhista,10533.902023168279,2020,1,0,0,0,1,0,1
SP,J01,cível,30521.816354705683,2022,0,0,0,1,1,0,0
RJ,J01,agrário,40492.661993549016,2020,1,0,0,1,0,1,0
SP,J02,agrário,48733.95878041362,2022,0,0,1,0,1,0,0
RJ,J01,trabalhista,98667.17160961713,2020,1,0,0,0,1,1,0
SP,J01,trabalhista,17730.32063802399,2020,0,1,1,0,1,0,1
RS,J03,trabalhista,30627.341936877165,2020,0,1,1,0,1,1,1
MG,J02,consumidor,6660.842721585135,2024,0,0,1,0,0,1,1
RJ,J03,cível,56224.63063407739,2024,0,0,0,1,1,0,0
SP,J03,trabalhista,13050.805615087234,2022,0,0,1,1,1,0,0
RS,J02,consumidor,21530.913524597596,2021,0,1,1,0,1,1,0
RJ,J03,consumidor,31732.28705658914,2023,1,1,1,0,0,1,0
MG,J02,trabalhista,57084.95124274238,2021,1,1,0,1,1,0,0
RJ,J01,consumidor,192804.27698736207,2022,0,0,1,1,0,1,0
SP,J02,cível,12843.88453859422,2023,0,1,0,0,0,0,0
RJ,J01,cível,5356.498198123632,2020,0,0,1,1,0,1,0
RJ,J03,agrário,29168.539691993872,2020,0,0,0,0,0,1,1
RJ,J01,agrário,13396.800893001946,2021,1,1,1,0,1,1,1
RS,J01,trabalhista,77539.2432977824,2022,0,1,0,1,0,1,1
RS,J02,agrário,83251.97701148066,2023,0,1,0,0,1,0,1
RJ,J02,cível,9505.359005931143,2024,0,1,0,0,0,0,0
SP,J02,agrário,15041.627902996957,2021,1,0,0,1,1,1,0
RJ,J01,cível,16792.874593937544,2024,0,0,1,0,0,0,1
SP,J01,consumidor,1518.3571244758741,2022,1,0,1,1,1,0,1
RJ,J01,agrário,46954.98645113444,2022,0,1,0,1,0,1,0
RJ,J03,agrário,48174.61985276148,2022,1,1,0,0,0,0,0
MG,J01,cível,218301.9046754609,2020,0,1,0,0,1,1,0
SP,J03,trabalhista,8268.075510356231,2021,0,1,0,1,0,0,1
RS,J03,trabalhista,48919.37471959744,2022,1,0,1,0,1,0,1
RJ,J03,cível,28949.008696061148,2021,0,1,0,0,1,0,0
MG,J01,consumidor,2945.8509576604833,2022,1,1,1,1,0,1,0
RS,J03,consumidor,91952.78746562966,2023,0,1,1,0,1,0,0
RS,J03,trabalhista,84319.03640940135,2024,0,0,0,0,0,0,1
RS,J01,agrário,6209.053022950012,2024,1,0,1,1,0,0,1
RJ,J02,cível,18137.03738500812,2023,0,0,1,1,0,0,1
RS,J02,agrário,12077.231572375775,2022,1,0,1,0,1,1,0
SP,J03,cível,25396.14916024046,2020,0,1,1,1,0,1,0
RJ,J01,agrário,8457.712221680242,2020,0,0,1,0,0,0,1
RS,J03,consumidor,1206.8883116867491,2022,1,0,1,1,1,0,0
MG,J03,agrário,8498.269387134316,2021,0,1,0,0,0,0,0
MG,J02,cível,31151.829195316277,2022,0,1,1,0,0,0,0
SP,J02,cível,9802.029055573601,2020,0,0,0,0,1,0,0
RS,J01,trabalhista,7045.0201287739155,2022,1,0,1,0,1,1,1
RS,J02,cível,118603.64787968149,2022,1,1,0,1,0,1,1
MG,J02,cível,7255.443700955137,2024,1,0,1,1,0,1,1
SP,J01,trabalhista,5902.0138393566995,2022,0,1,1,1,1,0,1
RJ,J01,trabalhista,7541.123108077753,2020,1,0,1,0,1,1,0
RS,J01,consumidor,161446.09496530297,2022,0,0,0,1,1,0,1
RJ,J02,cível,55686.494004239605,2021,0,0,1,0,1,1,1
RS,J03,trabalhista,27271.75772053126,2021,1,1,1,1,1,0,1
SP,J01,cível,11580.902504906233,2020,1,0,0,0,1,1,0
SP,J03,agrário,8421.860698049495,2021,1,0,1,1,0,0,0
SP,J02,trabalhista,192057.22066879054,2022,0,1,1,0,0,0,0
MG,J03,trabalhista,115179.43050462945,2024,1,1,0,0,0,1,1
RS,J01,trabalhista,35659.4734301296,2020,1,0,0,1,1,0,1
MG,J03,agrário,98001.81703954174,2024,1,0,0,0,0,0,0
RS,J03,cível,16196.39404276115,2021,1,0,0,1,1,0,1
MG,J03,consumidor,10832.263306234438,2021,1,0,1,0,1,0,0
SP,J01,agrário,8364.1258677391,2021,0,0,1,1,0,1,0
RS,J01,trabalhista,28446.780160196005,2021,1,1,0,0,1,0,1
SP,J01,agrário,17768.30862386913,2024,0,1,0,0,0,0,0
MG,J03,cível,432181.5250428319,2022,1,0,0,0,0,0,1
SP,J02,agrário,26218.962539148954,2022,1,1,0,0,0,1,1
SP,J02,cível,40224.91297247438,2021,1,1,1,0,0,1,0
RJ,J03,trabalhista,9041.638452290805,2024,0,0,1,0,0,0,0
RJ,J03,consumidor,62622.0921788283,2023,0,1,1,0,1,0,0
RS,J02,cível,52377.783586405065,2022,0,1,0,0,1,1,0
RS,J01,consumidor,60687.59099667182,2022,0,1,0,1,0,1,1
MG,J01,trabalhista,11270.599284197255,2020,1,0,0,1,1,1,0
SP,J02,consumidor,30260.539492674732,2024,0,0,0,0,0,1,0
RJ,J01,consumidor,12535.247133003018,2020,1,0,0,1,1,1,0
SP,J01,cível,17722.117035754698,2024,1,1,1,0,0,0,0
MG,J02,consumidor,192674.4081910545,2023,0,0,1,0,0,0,0
MG,J03,consumidor,35722.993941356144,2020,0,0,1,1,1,1,0
RJ,J02,consumidor,18435.07645156458,2022,1,0,0,0,1,0,1
SP,J01,cível,18153.306969630372,2021,1,1,1,0,1,1,0
MG,J03,trabalhista,38983.085716533555,2024,0,1,0,0,0,0,0
SP,J01,consumidor,55748.39901606531,2024,0,1,0,0,0,0,0
RS,J01,consumidor,46199.97311417687,2020,1,1,1,0,0,1,0
RJ,J02,cível,5310.524963622919,2020,0,1,1,1,1,1,0
RS,J02,trabalhista,6267.743506623755,2022,1,0,1,1,1,0,0
RS,J03,trabalhista,339882.7312315975,2021,1,0,1,0,0,0,1
MG,J01,agrário,1976.0340571843058,2020,1,1,0,1,0,0,0
RS,J01,consumidor,159401.54229729265,2024,0,0,1,1,1,0,0
MG,J03,trabalhista,25321.007572015238,2023,1,1,1,0,1,0,1
SP,J01,consumidor,90739.32465286841,2024,1,1,1,1,0,0,0
SP,J02,consumidor,13888.6907998329,2022,0,0,0,0,1,1,1
MG,J02,trabalhista,146464.8367175836,2022,1,0,1,0,0,0,0
RS,J02,agrário,32176.281309408423,2024,1,0,0,1,0,1,0
RS,J02,agrário,27582.182235979762,2020,0,0,0,1,1,0,0
RS,J03,agrário,2750.1477130205235,2024,1,0,0,0,0,1,1
RJ,J01,consumidor,26576.572195404173,2020,1,0,1,0,0,1,1
RS,J03,trabalhista,11195.02631941602,2022,1,1,0,0,0,0,1
RS,J02,trabalhista,20688.842059094284,2020,1,0,1,0,1,1,1
MG,J01,consumidor,36958.68793945988,2023,0,0,1,1,1,0,0
MG,J01,agrário,10359.657363216595,2022,1,0,1,1,0,0,1
RS,J03,consumidor,17830.869110387717,2022,0,0,0,1,1,0,1
MG,J02,consumidor,6650.371152114144,2023,0,0,0,1,0,0,0
RS,J02,agrário,12716.391884650659,2023,0,1,0,1,1,1,1
SP,J02,cível,20419.51191060475,2022,0,1,1,1,0,1,0
MG,J03,cível,4009.569478815183,2024,1,0,0,1,0,1,0
RJ,J01,consumidor,2111.5540945300604,2021,1,1,1,0,0,0,0
MG,J02,agrário,10040.301339584032,2022,0,1,1,1,1,0,0
MG,J03,cível,42336.06749860102,2020,1,0,1,1,1,0,0
RJ,J02,consumidor,13413.745899191223,2020,1,0,1,1,0,1,1
RJ,J03,consumidor,14743.4491038181,2020,0,0,1,1,1,1,0
RS,J02,consumidor,34382.946696989515,2024,0,0,1,1,1,1,0
MG,J02,cível,18349.14134556019,2021,1,0,1,0,1,1,0
RS,J01,trabalhista,6590.556760635885,2020,0,1,0,0,1,1,0
SP,J03,cível,26824.021872388766,2022,1,0,1,0,1,0,0
RS,J01,consumidor,15442.778310336984,2023,1,1,1,0,0,0,0
RJ,J01,trabalhista,42524.16113251356,2021,0,1,0,0,0,1,1
SP,J03,trabalhista,18455.750986635936,2024,1,0,1,0,0,1,1
SP,J03,cível,17287.15767412511,2023,0,1,1,0,0,0,0
SP,J02,trabalhista,20931.511269966864,2020,1,0,1,0,1,1,0
RJ,J03,agrário,30502.804610165378,2021,0,0,1,1,1,0,0
RS,J02,cível,36308.03431020524,2022,1,0,1,1,1,0,0
MG,J01,cível,47497.20855500425,2021,1,0,1,1,0,1,0
RS,J01,agrário,25743.85973479264,2024,1,0,0,1,0,0,0
MG,J01,trabalhista,7301.345144673431,2022,1,1,1,1,0,0,1
RS,J03,consumidor,21843.848080505642,2020,0,0,0,0,0,1,0
RJ,J02,agrário,40744.828370906296,2023,0,0,1,0,0,0,1
RS,J01,trabalhista,29607.594458142008,2021,0,0,0,1,0,1,1
RS,J03,agrário,31029.750303105862,2022,0,1,1,0,0,1,1
RJ,J02,agrário,3675.171859405129,2022,1,1,0,1,0,0,1
RJ,J02,consumidor,13976.270733599757,2022,0,1,1,0,1,0,0
MG,J01,trabalhista,2849.330847735571,2023,1,1,1,1,0,1,1
RJ,J01,consumidor,248954.53527284265,2023,1,0,1,1,1,0,0
RJ,J03,consumidor,40171.772318955875,2020,0,0,1,1,0,0,0
SP,J01,cível,61980.82292633407,2020,1,0,1,1,0,0,0
SP,J01,trabalhista,39388.16808383688,2022,0,1,1,0,0,1,0
MG,J01,cível,4599.48476519902,2024,1,1,1,0,0,1,0
RS,J02,cível,33453.08901995715,2024,1,0,1,0,0,0,0
MG,J03,trabalhista,17912.92195179833,2022,0,1,0,0,1,0,0
RS,J01,agrário,6763.003125366906,2024,1,1,1,0,0,1,0
SP,J02,trabalhista,9694.694765670474,2023,0,0,1,1,1,0,0
MG,J02,agrário,130544.7405483018,2021,0,0,0,0,0,1,0
MG,J02,consumidor,16349.573772757387,2020,1,1,1,0,1,1,0
RS,J02,trabalhista,22588.268276507042,2021,1,1,0,0,0,1,0
SP,J02,consumidor,58048.441604788706,2024,0,0,1,1,1,1,0
RJ,J01,trabalhista,40346.32316780046,2024,0,1,0,1,1,0,1
MG,J03,agrário,36462.104947891115,2024,0,0,0,0,0,0,0
RJ,J02,cível,22228.003852144135,2020,1,1,0,0,0,0,1
MG,J03,cível,173322.7577730979,2021,1,1,0,0,0,0,0
SP,J02,agrário,23907.68332361197,2024,1,1,0,0,1,1,1
SP,J02,cível,11424.716690574354,2024,0,0,0,1,1,0,0
MG,J01,cível,14481.270311927437,2024,0,0,1,0,0,0,0
MG,J03,agrário,30802.435535127956,2021,1,0,1,0,0,1,1
RS,J01,consumidor,39849.44111980402,2022,1,1,0,0,0,1,0
MG,J02,agrário,13831.009426603647,2021,1,1,0,1,0,0,1
SP,J01,cível,26655.309823373143,2024,1,1,0,0,0,0,0
RJ,J02,consumidor,17344.30707795982,2023,0,0,0,1,0,0,0
RJ,J02,consumidor,4112.743113022644,2022,1,1,1,0,0,0,0
RJ,J02,agrário,4999.473325654238,2024,1,0,1,0,1,0,0
MG,J03,consumidor,202064.5076552833,2021,1,1,1,1,1,0,0
SP,J01,cível,83918.54105239548,2020,0,0,1,0,0,0,0
SP,J01,cível,12451.200338732344,2024,1,0,0,0,0,0,0
SP,J01,trabalhista,14316.286408946658,2023,1,0,1,0,1,0,0
MG,J03,cível,41680.83103729683,2022,0,1,1,0,1,1,0
RJ,J02,cível,66701.62882621886,2021,1,0,0,0,1,1,1
MG,J03,trabalhista,30651.876435943508,2024,1,1,0,1,1,1,1
RJ,J03,agrário,20471.7640358732,2023,0,0,0,0,0,0,0
SP,J01,cível,3153.0996808388545,2024,1,0,0,1,1,1,1
MG,J01,consumidor,17757.27956768169,2024,0,0,0,1,0,1,0
MG,J02,trabalhista,105872.52512620242,2023,0,1,1,1,1,1,0
MG,J03,trabalhista,27902.07548655213,2021,1,1,1,0,0,0,0
SP,J03,trabalhista,22900.86780152772,2022,0,0,0,1,1,1,0
RS,J01,agrário,131062.78517832786,2024,0,1,0,1,0,0,0
RJ,J03,cível,83973.54430096416,2020,1,0,1,1,0,0,0
SP,J02,trabalhista,3802.004115665551,2023,1,0,0,0,1,1,0
MG,J02,consumidor,23301.98609855377,2020,1,1,0,1,0,1,1
SP,J03,consumidor,15892.316410133037,2021,0,0,0,0,1,1,0
MG,J01,trabalhista,61512.37869045623,2024,0,1,1,1,1,1,1
RJ,J02,consumidor,4864.192652125763,2022,1,0,0,1,1,0,0
SP,J03,trabalhista,32202.26117204141,2022,1,1,0,0,1,0,0
RJ,J02,cível,4564.847626601001,2020,1,1,0,1,1,0,0
RJ,J01,agrário,21772.36381017551,2022,1,0,0,0,1,0,1
RS,J02,trabalhista,35368.3693276604,2020,0,1,1,1,0,0,0
RJ,J02,trabalhista,15875.968081277524,2020,0,0,0,1,0,1,0
RS,J03,consumidor,24673.00915208358,2021,0,0,0,1,1,1,1
SP,J01,cível,63192.26707575543,2021,1,1,1,1,1,1,0
SP,J03,cível,26160.077171160396,2020,0,0,0,1,0,0,0
SP,J02,cível,6747.2249496507675,2024,0,1,1,0,0,0,0
SP,J02,consumidor,6164.926279544084,2024,0,0,0,0,1,0,0
RS,J02,cível,14531.47104214491,2023,0,0,1,1,1,0,0
MG,J01,agrário,47993.04091138458,2023,0,1,0,0,0,0,1
RS,J02,agrário,17408.18307577207,2021,0,0,1,0,0,0,0
SP,J03,agrário,10905.54668029158,2020,1,1,0,0,0,0,1
MG,J02,cível,20228.467728389292,2024,1,1,0,0,0,0,0
RJ,J01,cível,34612.373399472664,2024,1,0,1,0,1,0,0
SP,J03,agrário,12771.42244167211,2022,1,1,1,0,0,0,1
SP,J02,cível,29592.566171353625,2020,0,1,1,1,0,1,0
SP,J02,consumidor,67461.96558171207,2023,1,1,1,0,0,0,0
RJ,J01,agrário,74337.42220338101,2022,0,1,0,0,0,1,0
RJ,J01,trabalhista,33219.60999717844,2023,0,1,0,1,1,0,1
RS,J01,agrário,36662.1978066514,2022,0,0,1,1,0,0,0
SP,J03,agrário,5873.21762835523,2023,1,0,1,0,1,1,0
RJ,J01,consumidor,36605.713445513225,2020,1,0,0,1,0,1,0
RJ,J02,cível,57138.52127548248,2020,0,0,0,0,0,1,0
MG,J02,cível,14087.36281578143,2022,1,0,0,0,1,1,1
SP,J01,agrário,48931.25997839422,2023,0,1,1,0,1,1,1
MG,J03,trabalhista,75676.16749844766,2020,1,1,1,0,0,0,1
RS,J02,consumidor,3141.81457782159,2024,1,0,1,0,0,0,1
MG,J02,consumidor,86197.59987745956,2024,0,0,1,1,0,0,1
MG,J02,consumidor,31444.09027028075,2024,0,0,1,1,0,0,0
RS,J03,agrário,32784.18307044113,2024,1,0,1,0,0,0,1
MG,J03,consumidor,16852.32712039257,2023,1,1,1,0,0,1,0
SP,J03,cível,51730.02229642659,2020,1,0,1,1,1,0,0
SP,J02,consumidor,20173.62674786889,2023,0,0,1,1,1,0,0
MG,J03,cível,16397.639022867428,2024,1,0,0,0,0,1,0
MG,J01,agrário,38664.13751387768,2020,0,1,0,0,0,1,1
MG,J02,trabalhista,3141.6874497532394,2024,1,0,0,0,0,0,0
SP,J03,consumidor,19415.71791672613,2023,0,0,0,1,1,1,1
RJ,J01,consumidor,4612.964094304108,2020,0,1,1,1,1,1,0
RS,J02,agrário,3326.160506326808,2020,0,0,0,0,1,0,0
RJ,J03,trabalhista,67561.94250794168,2020,1,0,0,0,1,0,1
RS,J03,trabalhista,7198.928993861267,2022,1,0,0,1,1,1,1
SP,J02,cível,62495.70746741637,2024,0,1,0,0,0,1,0
RJ,J03,consumidor,29415.435589262335,2023,1,1,1,0,0,1,0
RJ,J03,consumidor,6333.38929919491,2020,1,1,0,1,1,1,1
RS,J03,cível,5468.650720368322,2023,0,1,1,1,1,1,0
MG,J02,cível,72750.23679762112,2024,0,0,0,0,1,1,0
RS,J02,cível,47204.25577918469,2024,1,1,0,0,0,0,0
RJ,J01,agrário,37862.67695344749,2021,0,0,0,1,1,1,1
MG,J02,cível,45623.11676145882,2022,0,1,1,1,1,0,0
RS,J01,agrário,50291.28682479823,2020,1,0,0,0,0,1,1
MG,J01,consumidor,51457.045720582166,2020,0,0,0,1,0,0,0
SP,J03,agrário,28668.406207910128,2024,0,1,0,0,0,0,0
RJ,J02,agrário,10109.36059474804,2023,0,0,1,1,1,1,0
SP,J03,trabalhista,7990.189253567194,2023,0,0,0,0,1,1,0
MG,J03,consumidor,85490.93995179985,2022,1,1,1,0,1,1,0
RS,J02,consumidor,32682.182956162873,2020,0,1,0,1,0,1,0
RJ,J02,cível,39793.39734425008,2023,0,0,1,1,1,0,0
SP,J02,cível,25756.938403473963,2024,1,0,0,0,1,1,0
MG,J02,trabalhista,30365.684376727153,2024,1,0,0,0,0,0,1
RS,J02,agrário,39761.41892116632,2020,0,1,1,1,1,0,1
RS,J02,consumidor,12923.62501453335,2023,0,0,1,1,0,1,0
RJ,J02,trabalhista,36880.44300624634,2022,0,1,0,1,0,1,1
RJ,J03,trabalhista,7068.042690998002,2022,1,0,0,1,0,0,0
SP,J01,agrário,3885.1508800728166,2022,0,1,0,0,1,1,0
RJ,J02,trabalhista,6154.454855105792,2022,1,0,0,1,1,1,0
SP,J02,trabalhista,48260.348065211714,2021,0,0,0,1,0,1,1
RS,J01,agrário,27071.328675456185,2022,0,0,0,1,0,0,0
MG,J02,cível,15676.842849256755,2021,0,0,1,0,0,1,0
SP,J02,cível,8068.386945344071,2023,1,0,0,1,0,1,1
SP,J03,cível,61282.43754157094,2021,1,0,0,1,1,1,1
RJ,J02,agrário,2367.496651620844,2022,0,1,0,0,0,0,1
RS,J01,trabalhista,24058.727622775936,2022,0,1,0,1,1,1,1
MG,J03,consumidor,52776.6065267878,2024,0,1,0,1,1,1,1
SP,J03,consumidor,73246.46583350132,2020,0,1,1,1,1,0,0
MG,J03,trabalhista,18396.841406660023,2020,0,1,0,1,0,0,1
SP,J01,agrário,27653.32194912675,2023,1,1,1,1,0,1,0
RJ,J02,cível,14942.648404452224,2021,1,1,0,1,1,0,1
RS,J03,agrário,18833.522571970727,2021,1,1,1,1,0,1,0
SP,J03,agrário,18514.343855339845,2020,1,1,1,1,1,1,1
SP,J03,cível,15454.315549819896,2023,0,1,0,0,0,1,1
RS,J02,cível,6975.571094742071,2021,0,0,1,1,1,1,0
RS,J03,consumidor,7403.386321922102,2021,0,1,0,1,0,1,0
RJ,J02,trabalhista,8762.912822871243,2024,1,0,0,1,0,0,1
MG,J01,consumidor,7069.475559235571,2024,1,0,1,0,1,1,0
RJ,J01,consumidor,73566.10756950392,2020,0,1,0,1,1,1,1
MG,J03,agrário,65655.82908212098,2023,1,0,1,1,0,1,0
SP,J02,trabalhista,4927.945750668164,2021,0,1,0,0,1,0,1
RS,J03,trabalhista,4385.938626171555,2021,1,0,1,1,1,1,0
RS,J03,cível,54491.66286585098,2023,0,1,1,0,0,0,0
RJ,J01,trabalhista,24405.723395917477,2021,0,1,0,1,0,0,0
RS,J02,agrário,77403.97374702427,2023,1,1,0,0,0,0,0
RS,J03,trabalhista,19723.207013411688,2023,1,1,1,1,1,1,0
SP,J03,trabalhista,8980.953385657082,2023,1,1,1,1,0,0,0
RJ,J03,agrário,19333.901760497814,2021,1,1,0,1,0,1,1
RJ,J03,agrário,102523.38526313944,2023,1,0,1,0,1,1,1
SP,J02,trabalhista,13672.909289109091,2021,0,0,1,0,0,0,0
SP,J01,agrário,405405.9574504322,2021,1,1,1,1,0,1,0
MG,J03,cível,20762.32202416161,2023,1,0,1,0,0,0,0
RJ,J02,agrário,4225.369630203971,2021,1,1,0,1,1,1,1
SP,J02,consumidor,27851.66682869275,2020,0,1,0,1,1,1,0
SP,J02,cível,37335.598157482396,2023,1,0,0,0,0,1,0
RJ,J01,consumidor,6459.837105768627,2020,0,1,0,0,1,0,1
RS,J02,consumidor,7628.434464609834,2020,0,0,1,1,1,1,0
RS,J01,agrário,14758.425815230186,2021,0,1,1,1,1,1,0
RS,J02,trabalhista,14003.58626451183,2020,0,0,0,1,0,1,0
RJ,J01,agrário,24779.1584767481,2021,0,0,0,0,1,1,0
SP,J03,trabalhista,12795.193436239111,2021,1,0,0,0,1,1,1
RS,J03,trabalhista,12821.00400162153,2020,0,1,1,1,1,1,0
MG,J02,cível,13683.07529643101,2020,0,0,0,0,1,0,0
SP,J03,agrário,19355.316541312954,2022,0,0,0,1,0,0,0
SP,J03,trabalhista,4863.875539994439,2024,1,1,1,0,0,0,1
SP,J01,trabalhista,15945.326672374598,2024,0,0,1,1,0,1,0
SP,J02,agrário,17609.163807369023,2022,1,1,0,0,0,0,1
RS,J03,consumidor,36224.191068731954,2023,0,0,1,0,0,1,0
MG,J03,agrário,21141.04930844361,2021,0,1,0,0,1,1,0
RJ,J03,cível,4353.620924079756,2020,0,1,1,1,0,1,0
SP,J02,agrário,20674.258305773306,2020,1,0,0,1,1,1,0
