area,area_juridica,tipo_processo,foro,valor_causa,complexidade,duracao_esperada,descricao,probabilidade_sucesso,prescricao,nulidade_prova,ilegitimidade,impugnacao_pericia,acordo_proposto,decadencia,incompetencia,conexao
civil,Direito Civil,Civil,MS,491824,Baixa,10,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PE,72844,Média,8,Reclamação trabalhista com pedido de horas extras,0.8,1,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,BA,88089,Média,8,Reclamação trabalhista com pedido de horas extras,0.85,1,1,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,RJ,15345,Alta,17,Negativação indevida do nome do consumidor,0.8,0,0,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,GO,4232,Média,10,Vício em produto com pedido de substituição,0.8,0,0,1,0,0,0,0,0
penal,Direito Penal,Penal,SC,0,Baixa,17,Ação penal por crime ambiental,0.5,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,RJ,267121,Média,12,Ação de despejo por falta de pagamento,0.7,0,1,0,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,PR,25009,Baixa,12,Processo jurídico na área de previdenciario,0.82,1,0,0,1,0,0,0,0
administrativo,Direito Administrativo,Administrativo,BA,679974,Baixa,19,Processo jurídico na área de administrativo,0.62,0,1,0,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,SC,17319,Baixa,7,Propaganda enganosa com pedido de indenização,0.9,0,1,1,0,1,0,0,0
tributario,Direito Tributário,Tributário,PE,8943507,Alta,29,Execução fiscal de débito previdenciário,0.75,1,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,MS,40565,Média,10,Propaganda enganosa com pedido de indenização,0.9,0,1,1,0,1,0,0,0
ambiental,Direito Ambiental,Ambiental,GO,92908733,Alta,27,Processo jurídico na área de ambiental,0.63,0,0,0,0,0,0,0,1
civil,Direito Civil,Civil,SP,337805,Média,12,Cobrança de dívida com pedido de penhora de bens,0.8,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,SP,164568,Baixa,11,Rescisão contratual com pedido de restituição de valores,0.7,1,0,0,0,0,0,0,0
penal,Direito Penal,Penal,MS,0,Média,18,Ação penal por crime ambiental,0.6,0,1,1,0,0,0,1,0
trabalhista,Direito Trabalhista,Trabalhista,SP,39366,Média,8,Cobrança de verbas rescisórias não pagas,0.8,1,0,0,0,1,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,CE,14375,Média,16,Processo jurídico na área de previdenciario,0.77,0,0,0,0,1,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,SP,67146,Média,16,Processo jurídico na área de previdenciario,0.87,1,0,0,1,1,0,0,0
administrativo,Direito Administrativo,Administrativo,SP,66305,Média,20,Processo jurídico na área de administrativo,0.57,0,0,1,0,0,0,0,0
penal,Direito Penal,Penal,GO,0,Alta,22,Ação penal por crime ambiental,0.55,0,0,1,0,0,0,1,0
penal,Direito Penal,Penal,PR,0,Média,18,Investigação de crime tributário,0.6,0,1,1,0,0,0,1,0
trabalhista,Direito Trabalhista,Trabalhista,RS,20438,Alta,16,Cobrança de verbas rescisórias não pagas,0.75,0,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,RS,34654,Média,10,Propaganda enganosa com pedido de indenização,0.8,0,1,0,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,PE,69004,Baixa,15,Processo jurídico na área de previdenciario,0.87,1,0,0,1,1,0,0,0
civil,Direito Civil,Civil,CE,390884,Média,12,Rescisão contratual com pedido de restituição de valores,0.7,0,1,0,0,0,0,0,0
civil,Direito Civil,Civil,MT,382569,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.8,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,PE,355761,Baixa,9,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.8,1,1,1,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,RJ,83542,Alta,21,Processo jurídico na área de previdenciario,0.82,0,0,0,1,1,0,0,0
empresarial,Direito Empresarial,Empresarial,PR,18198932,Média,14,Processo jurídico na área de empresarial,0.73,0,0,0,0,1,0,0,0
empresarial,Direito Empresarial,Empresarial,MT,19529172,Média,14,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
agrario,Direito Agrário,Agrário,ES,331321,Alta,19,Ação de usucapião de imóvel rural,0.65,1,0,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,PR,4531871,Alta,30,Repetição de indébito tributário,0.7,0,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PR,58520,Média,8,Cobrança de verbas rescisórias não pagas,0.8,1,0,0,0,1,0,0,0
ambiental,Direito Ambiental,Ambiental,RS,44576631,Média,22,Processo jurídico na área de ambiental,0.73,0,0,0,1,0,0,1,1
penal,Direito Penal,Penal,RJ,0,Alta,25,Processo por lesão corporal dolosa,0.5,0,0,1,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,SP,153589,Alta,23,Processo jurídico na área de previdenciario,0.87,1,0,0,1,1,0,0,0
agrario,Direito Agrário,Agrário,RJ,4003840,Média,15,Conflito de terras entre posseiros,0.65,1,0,0,1,0,0,0,0
agrario,Direito Agrário,Agrário,DF,835903,Alta,20,Regularização fundiária de propriedade rural,0.7,1,0,1,1,0,0,0,0
agrario,Direito Agrário,Agrário,CE,3444843,Alta,18,Conflito de terras entre posseiros,0.65,1,0,1,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,MG,16911919,Média,14,Processo jurídico na área de empresarial,0.73,0,0,0,0,0,0,0,1
civil,Direito Civil,Civil,CE,381711,Baixa,10,Ação de despejo por falta de pagamento,0.7,0,0,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,SC,503374,Alta,26,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,RJ,32243,Baixa,8,Propaganda enganosa com pedido de indenização,0.85,0,1,0,0,1,0,0,0
administrativo,Direito Administrativo,Administrativo,MS,170006,Média,20,Processo jurídico na área de administrativo,0.57,0,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,ES,84507,Média,8,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,PE,12641,Baixa,7,Cobrança indevida de tarifa bancária com pedido de repetição,0.9,0,1,1,0,1,0,0,0
civil,Direito Civil,Civil,MG,444645,Alta,20,Rescisão contratual com pedido de restituição de valores,0.75,1,0,1,0,0,0,0,0
civil,Direito Civil,Civil,DF,104824,Alta,18,Rescisão contratual com pedido de restituição de valores,0.7,0,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,PR,43705,Média,10,Propaganda enganosa com pedido de indenização,0.85,0,1,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,MT,3192022,Alta,20,Desapropriação para fins de reforma agrária,0.7,1,0,1,1,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,ES,62656,Alta,24,Processo jurídico na área de previdenciario,0.82,1,0,0,1,0,0,0,0
civil,Direito Civil,Civil,MG,87468,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.7,0,1,0,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,RJ,20845502,Média,14,Processo jurídico na área de empresarial,0.78,0,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RS,61948,Média,8,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
penal,Direito Penal,Penal,MS,0,Alta,26,Ação penal por crime contra o patrimônio,0.55,0,1,0,0,0,0,1,0
penal,Direito Penal,Penal,PE,0,Alta,21,Ação penal por crime ambiental,0.5,0,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,CE,31320,Média,8,Equiparação salarial entre empregados,0.85,1,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,ES,8878,Baixa,5,Reclamação trabalhista com pedido de horas extras,0.75,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,RS,434722,Média,12,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,CE,28024,Média,10,Cobrança indevida de tarifa bancária com pedido de repetição,0.9,0,1,1,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,DF,7959,Média,10,Vício em produto com pedido de substituição,0.8,0,1,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,RS,4999162,Baixa,20,Execução fiscal de débito previdenciário,0.7,1,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,GO,38544,Alta,14,Reclamação trabalhista com pedido de horas extras,0.8,1,1,0,0,0,0,0,0
civil,Direito Civil,Civil,PE,182238,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,0,1,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,GO,3344491,Alta,23,Ação de usucapião de imóvel rural,0.65,1,0,1,0,0,0,0,0
penal,Direito Penal,Penal,MT,0,Alta,22,Processo por lesão corporal dolosa,0.6,0,1,1,0,0,0,1,0
agrario,Direito Agrário,Agrário,MG,958759,Alta,23,Ação de usucapião de imóvel rural,0.65,1,0,0,1,0,0,0,0
consumidor,Direito do Consumidor,Civil,RJ,4526,Alta,15,Vício em produto com pedido de substituição,0.9,0,1,1,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,CE,18755,Baixa,6,Negativação indevida do nome do consumidor,0.9,0,1,1,0,1,0,0,0
agrario,Direito Agrário,Agrário,SC,4765398,Alta,21,Regularização fundiária de propriedade rural,0.7,1,0,1,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MG,25563,Alta,15,Reclamação trabalhista com pedido de horas extras,0.85,1,1,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,PR,42002,Baixa,8,Propaganda enganosa com pedido de indenização,0.85,0,0,1,0,1,0,0,0
agrario,Direito Agrário,Agrário,ES,2041429,Alta,19,Ação de usucapião de imóvel rural,0.6,0,0,0,1,0,0,0,0
tributario,Direito Tributário,Tributário,CE,5883780,Média,24,Repetição de indébito tributário,0.65,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PE,82298,Alta,15,Ação de rescisão indireta por assédio moral,0.75,0,0,0,0,1,0,0,0
civil,Direito Civil,Civil,PE,266677,Média,12,Cobrança de dívida com pedido de penhora de bens,0.8,1,1,1,0,0,0,0,0
militar,Direito Militar,Militar,CE,0,Média,12,Processo jurídico na área de militar,0.65,0,1,1,0,0,0,1,0
civil,Direito Civil,Civil,ES,300689,Baixa,8,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.7,0,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,CE,91845,Alta,13,Ação de rescisão indireta por assédio moral,0.75,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RS,7736,Baixa,7,Reclamação trabalhista com pedido de horas extras,0.75,0,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,GO,53140,Média,8,Ação de rescisão indireta por assédio moral,0.85,1,1,0,0,1,0,0,0
tributario,Direito Tributário,Tributário,SC,3861275,Alta,29,Mandado de segurança contra cobrança de ICMS,0.65,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RS,32568,Alta,15,Cobrança de verbas rescisórias não pagas,0.75,0,0,0,0,1,0,0,0
tributario,Direito Tributário,Tributário,RS,3612301,Média,24,Ação anulatória de auto de infração,0.75,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,DF,318062,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.8,1,1,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,MG,1513543,Alta,32,Mandado de segurança contra cobrança de ICMS,0.75,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,BA,379622,Baixa,9,Ação de despejo por falta de pagamento,0.7,1,0,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,MG,2768735,Alta,22,Regularização fundiária de propriedade rural,0.7,1,0,1,1,0,0,0,0
penal,Direito Penal,Penal,MS,0,Alta,23,Investigação de crime tributário,0.5,0,0,1,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,MT,20604868,Baixa,11,Processo jurídico na área de empresarial,0.78,0,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MG,91275,Média,8,Ação de rescisão indireta por assédio moral,0.85,1,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PE,56054,Alta,16,Reclamação trabalhista com pedido de horas extras,0.85,1,1,0,0,1,0,0,0
penal,Direito Penal,Penal,RS,0,Alta,26,Processo por lesão corporal dolosa,0.55,0,0,1,0,0,0,1,0
previdenciario,Direito Previdenciário,Previdenciário,PE,45012,Baixa,14,Processo jurídico na área de previdenciario,0.82,1,0,0,1,0,0,0,0
penal,Direito Penal,Penal,SC,0,Alta,22,Processo por lesão corporal dolosa,0.5,0,0,0,0,0,0,1,0
agrario,Direito Agrário,Agrário,CE,538294,Alta,22,Desapropriação para fins de reforma agrária,0.65,1,0,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,PE,1992391,Média,24,Mandado de segurança contra cobrança de ICMS,0.65,0,1,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,MS,6912370,Alta,31,Mandado de segurança contra cobrança de ICMS,0.65,0,1,0,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,GO,100555,Baixa,15,Processo jurídico na área de previdenciario,0.87,1,0,0,1,1,0,0,0
penal,Direito Penal,Penal,GO,0,Alta,22,Ação penal por crime contra o patrimônio,0.55,0,0,1,0,0,0,1,0
trabalhista,Direito Trabalhista,Trabalhista,MT,4378,Média,8,Reclamação trabalhista com pedido de horas extras,0.8,0,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PE,49126,Média,8,Reclamação trabalhista com pedido de horas extras,0.85,1,1,0,0,1,0,0,0
tributario,Direito Tributário,Tributário,RJ,3402379,Alta,32,Ação anulatória de auto de infração,0.65,0,1,0,0,0,0,0,0
penal,Direito Penal,Penal,MG,0,Alta,25,Ação penal por crime ambiental,0.6,0,1,1,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,GO,1864,Baixa,8,Cobrança indevida de tarifa bancária com pedido de repetição,0.85,0,0,1,0,1,0,0,0
penal,Direito Penal,Penal,CE,0,Alta,23,Ação penal por crime contra o patrimônio,0.55,0,1,0,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,DF,12011,Baixa,9,Propaganda enganosa com pedido de indenização,0.9,0,1,1,0,1,0,0,0
administrativo,Direito Administrativo,Administrativo,PE,410809,Média,20,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,ES,20779,Média,10,Cobrança indevida de tarifa bancária com pedido de repetição,0.8,0,0,0,0,1,0,0,0
administrativo,Direito Administrativo,Administrativo,RJ,137168,Alta,23,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
civil,Direito Civil,Civil,CE,225920,Média,12,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,BA,6351,Baixa,8,Negativação indevida do nome do consumidor,0.85,0,1,0,0,1,0,0,0
empresarial,Direito Empresarial,Empresarial,DF,3037179,Alta,22,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
tributario,Direito Tributário,Tributário,MS,8723639,Baixa,23,Execução fiscal de débito previdenciário,0.7,1,1,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,RS,6981882,Baixa,23,Mandado de segurança contra cobrança de ICMS,0.65,1,0,0,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,MG,37925562,Média,14,Processo jurídico na área de empresarial,0.73,0,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RJ,63617,Média,8,Reclamação trabalhista com pedido de horas extras,0.85,1,1,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,MS,48700,Média,10,Vício em produto com pedido de substituição,0.85,0,0,1,0,1,0,0,0
penal,Direito Penal,Penal,MG,0,Alta,22,Ação penal por crime contra o patrimônio,0.6,0,1,1,0,0,0,1,0
civil,Direito Civil,Civil,ES,205783,Alta,16,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,0,1,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,MG,519419,Alta,28,Processo jurídico na área de administrativo,0.62,0,1,0,0,0,0,1,0
civil,Direito Civil,Civil,RS,73885,Baixa,8,Ação de despejo por falta de pagamento,0.7,0,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PR,9369,Média,8,Reclamação trabalhista com pedido de horas extras,0.85,1,1,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,SC,30315,Baixa,6,Vício em produto com pedido de substituição,0.9,0,1,1,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SC,62094,Baixa,4,Cobrança de verbas rescisórias não pagas,0.8,1,1,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,RJ,1724918,Alta,22,Regularização fundiária de propriedade rural,0.6,0,0,1,0,0,0,0,0
ambiental,Direito Ambiental,Ambiental,MG,67200354,Alta,27,Processo jurídico na área de ambiental,0.63,0,0,0,0,0,0,1,0
agrario,Direito Agrário,Agrário,MT,4116108,Alta,19,Conflito de terras entre posseiros,0.7,1,0,1,1,0,0,0,0
penal,Direito Penal,Penal,SP,0,Alta,26,Processo por lesão corporal dolosa,0.6,0,1,1,0,0,0,1,0
penal,Direito Penal,Penal,RS,0,Média,18,Ação penal por crime contra o patrimônio,0.55,0,1,1,0,0,0,0,0
ambiental,Direito Ambiental,Ambiental,MS,3941928,Baixa,20,Processo jurídico na área de ambiental,0.63,0,0,0,0,0,0,0,1
trabalhista,Direito Trabalhista,Trabalhista,MT,18414,Baixa,7,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
penal,Direito Penal,Penal,MG,0,Alta,23,Investigação de crime tributário,0.6,0,1,1,0,0,0,1,0
civil,Direito Civil,Civil,MG,263075,Média,12,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,MG,148231,Baixa,10,Cobrança de dívida com pedido de penhora de bens,0.7,0,0,1,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,CE,43575419,Média,14,Processo jurídico na área de empresarial,0.78,0,1,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,RS,1559775,Alta,23,Desapropriação para fins de reforma agrária,0.65,1,0,0,1,0,0,0,0
consumidor,Direito do Consumidor,Civil,MG,12149,Baixa,6,Vício em produto com pedido de substituição,0.85,0,1,1,0,0,0,0,0
penal,Direito Penal,Penal,MG,0,Média,18,Ação penal por crime contra o patrimônio,0.55,0,0,1,0,0,0,1,0
tributario,Direito Tributário,Tributário,PR,7733719,Média,24,Repetição de indébito tributário,0.75,1,1,1,0,0,0,0,0
ambiental,Direito Ambiental,Ambiental,SP,88432962,Alta,28,Processo jurídico na área de ambiental,0.63,0,0,0,0,0,0,1,0
civil,Direito Civil,Civil,MT,403060,Baixa,10,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,0,1,1,0,0,0,0,0
penal,Direito Penal,Penal,RS,0,Alta,26,Investigação de crime tributário,0.55,0,1,0,0,0,0,1,0
agrario,Direito Agrário,Agrário,SC,3242984,Média,15,Desapropriação para fins de reforma agrária,0.65,0,0,1,1,0,0,0,0
civil,Direito Civil,Civil,MG,196438,Baixa,9,Cobrança de dívida com pedido de penhora de bens,0.8,1,1,1,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,SC,7590600,Média,14,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
trabalhista,Direito Trabalhista,Trabalhista,PR,6480,Média,8,Equiparação salarial entre empregados,0.85,1,1,0,0,1,0,0,0
civil,Direito Civil,Civil,PR,444397,Média,12,Cobrança de dívida com pedido de penhora de bens,0.7,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,MT,193765,Alta,18,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.8,1,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,GO,14850,Média,10,Vício em produto com pedido de substituição,0.9,0,1,1,0,1,0,0,0
agrario,Direito Agrário,Agrário,MG,2713756,Alta,23,Conflito de terras entre posseiros,0.7,1,0,1,1,0,0,0,0
agrario,Direito Agrário,Agrário,MT,687215,Alta,20,Ação de usucapião de imóvel rural,0.65,0,0,1,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SC,61221,Média,8,Cobrança de verbas rescisórias não pagas,0.75,0,0,0,0,1,0,0,0
civil,Direito Civil,Civil,RJ,160199,Baixa,8,Cobrança de dívida com pedido de penhora de bens,0.7,0,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RS,67417,Média,8,Equiparação salarial entre empregados,0.75,0,0,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,PR,18881,Baixa,8,Propaganda enganosa com pedido de indenização,0.9,0,1,1,0,1,0,0,0
empresarial,Direito Empresarial,Empresarial,MG,32765448,Média,14,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
penal,Direito Penal,Penal,PR,0,Baixa,16,Investigação de crime tributário,0.6,0,1,1,0,0,0,1,0
civil,Direito Civil,Civil,PE,208062,Baixa,10,Ação de despejo por falta de pagamento,0.75,0,1,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,MG,621050,Média,15,Desapropriação para fins de reforma agrária,0.6,0,0,0,1,0,0,0,0
agrario,Direito Agrário,Agrário,CE,365408,Alta,18,Desapropriação para fins de reforma agrária,0.6,0,0,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,MG,4824452,Alta,21,Desapropriação para fins de reforma agrária,0.7,1,0,1,1,0,0,0,0
agrario,Direito Agrário,Agrário,MG,2241316,Alta,18,Ação de usucapião de imóvel rural,0.65,0,0,1,1,0,0,0,0
civil,Direito Civil,Civil,PE,321953,Alta,17,Ação de despejo por falta de pagamento,0.7,0,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MG,92666,Alta,12,Cobrança de verbas rescisórias não pagas,0.8,1,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,DF,56831,Baixa,6,Reclamação trabalhista com pedido de horas extras,0.85,1,1,0,0,1,0,0,0
eleitoral,Direito Eleitoral,Eleitoral,MS,0,Alta,12,Processo jurídico na área de eleitoral,0.72,0,0,0,0,0,1,1,0
agrario,Direito Agrário,Agrário,RJ,2093120,Alta,19,Conflito de terras entre posseiros,0.6,0,0,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,BA,115285,Alta,25,Processo jurídico na área de administrativo,0.57,0,1,0,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,RJ,37847649,Média,14,Processo jurídico na área de empresarial,0.78,0,0,0,0,1,0,0,1
consumidor,Direito do Consumidor,Civil,RJ,25849,Média,10,Propaganda enganosa com pedido de indenização,0.85,0,0,1,0,1,0,0,0
agrario,Direito Agrário,Agrário,MS,4779094,Alta,21,Ação de usucapião de imóvel rural,0.6,0,0,0,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SP,22447,Baixa,6,Reclamação trabalhista com pedido de horas extras,0.75,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,CE,97539,Alta,18,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.7,0,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,MT,35744,Alta,15,Propaganda enganosa com pedido de indenização,0.9,0,1,1,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,GO,88706,Média,8,Ação de rescisão indireta por assédio moral,0.75,1,0,0,0,0,0,0,0
penal,Direito Penal,Penal,SC,0,Alta,22,Processo por lesão corporal dolosa,0.5,0,0,0,0,0,0,1,0
empresarial,Direito Empresarial,Empresarial,SC,36472676,Média,14,Processo jurídico na área de empresarial,0.78,0,1,0,0,0,0,0,1
agrario,Direito Agrário,Agrário,PE,2803845,Alta,23,Regularização fundiária de propriedade rural,0.65,1,0,0,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MG,99259,Média,8,Equiparação salarial entre empregados,0.8,1,1,0,0,0,0,0,0
penal,Direito Penal,Penal,ES,0,Alta,26,Investigação de crime tributário,0.6,0,1,1,0,0,0,1,0
civil,Direito Civil,Civil,BA,192139,Alta,20,Ação de despejo por falta de pagamento,0.7,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,MS,220782,Média,12,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,RS,21076,Baixa,7,Vício em produto com pedido de substituição,0.8,0,1,0,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,MT,670473,Baixa,18,Processo jurídico na área de administrativo,0.62,0,0,1,0,0,0,1,0
agrario,Direito Agrário,Agrário,MT,51383,Média,15,Desapropriação para fins de reforma agrária,0.6,1,0,0,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,SP,5461,Média,16,Processo jurídico na área de previdenciario,0.77,1,0,0,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,PE,21232131,Média,14,Processo jurídico na área de empresarial,0.78,0,1,0,0,0,0,0,1
civil,Direito Civil,Civil,CE,189717,Média,12,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,RJ,29922406,Alta,17,Processo jurídico na área de empresarial,0.73,0,0,0,0,0,0,0,1
empresarial,Direito Empresarial,Empresarial,SP,36426402,Alta,19,Processo jurídico na área de empresarial,0.73,0,0,0,0,1,0,0,0
tributario,Direito Tributário,Tributário,GO,3346014,Alta,30,Ação anulatória de auto de infração,0.65,0,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,BA,35196,Média,10,Vício em produto com pedido de substituição,0.85,0,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RJ,43063,Alta,15,Reclamação trabalhista com pedido de horas extras,0.8,0,1,0,0,1,0,0,0
administrativo,Direito Administrativo,Administrativo,BA,259873,Alta,28,Processo jurídico na área de administrativo,0.62,0,1,1,0,0,0,0,0
penal,Direito Penal,Penal,BA,0,Alta,26,Ação penal por crime ambiental,0.55,0,1,1,0,0,0,0,0
civil,Direito Civil,Civil,SC,147010,Alta,17,Ação de despejo por falta de pagamento,0.7,0,0,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,SC,37583,Média,10,Propaganda enganosa com pedido de indenização,0.85,0,0,1,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,MG,32109,Média,10,Propaganda enganosa com pedido de indenização,0.9,0,1,1,0,1,0,0,0
civil,Direito Civil,Civil,PE,220695,Média,12,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,CE,1846174,Alta,27,Repetição de indébito tributário,0.7,1,1,0,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,RS,511079,Alta,24,Processo jurídico na área de administrativo,0.57,0,0,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,MT,24929,Baixa,8,Cobrança indevida de tarifa bancária com pedido de repetição,0.8,0,0,1,0,0,0,0,0
penal,Direito Penal,Penal,DF,0,Alta,26,Processo por lesão corporal dolosa,0.55,0,1,0,0,0,0,1,0
